+-------+-----+------+-----+-----+-----+--------+-------------------------------------------------------------------------+-------+--------+---------+-------+-------+-------+--------+--------+-----------+------------+--------------+------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                                   URI                                   |  MIN  |  MAX   |   SUM   |  AVG  |  P90  |  P95  |  P99   | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/557c947b-478e-4391-b92e-5af9e9285fea/score   | 0.108 |  0.108 |   0.108 | 0.108 | 0.108 | 0.108 |  0.108 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/41a0fdc4-6ed0-4b6b-a718-cc8e6f4fa477/score   | 0.108 |  0.108 |   0.108 | 0.108 | 0.108 | 0.108 |  0.108 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    25 |   0 |   25 |   0 |   0 |   0 | GET    | /api/player/competition/5c11aae5-bb38-4360-b7a6-5031ae4cec6e/ranking    | 0.004 |  0.260 |   2.704 | 0.108 | 0.220 | 0.228 |  0.260 |  0.093 |  1357.000 |  11634.000 |   280570.000 |  11222.800 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/f6e7db48-51e7-4f38-9ba5-eb2b66d32db1/finish  | 0.112 |  0.112 |   0.112 | 0.112 | 0.112 | 0.112 |  0.112 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/a075c176-1aa6-449b-97a7-b955377e6a1e/score   | 0.112 |  0.112 |   0.112 | 0.112 | 0.112 | 0.112 |  0.112 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    37 |   0 |   37 |   0 |   0 |   0 | GET    | /api/player/competition/2f784558-88d4-4e59-8e9f-c6a3adf07092/ranking    | 0.008 |  0.380 |   4.264 | 0.115 | 0.288 | 0.336 |  0.380 |  0.108 | 16453.000 |  16454.000 |   608777.000 |  16453.432 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/35bb9b6f-4e85-4865-9ca8-3ad75ec53b28/score   | 0.116 |  0.116 |   0.116 | 0.116 | 0.116 | 0.116 |  0.116 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    52 |   0 |   52 |   0 |   0 |   0 | GET    | /api/player/competition/95c65a2f-4406-4800-9a4a-db5f80c870de/ranking    | 0.012 |  0.636 |   6.120 | 0.118 | 0.404 | 0.520 |  0.636 |  0.168 | 16281.000 |  16346.000 |   846693.000 |  16282.558 |
|    36 |   0 |   36 |   0 |   0 |   0 | GET    | /api/player/competition/cb97d6cf-bcd7-4c0c-aabd-b5a5df4b6b33/ranking    | 0.004 |  0.604 |   4.300 | 0.119 | 0.380 | 0.552 |  0.604 |  0.160 | 16417.000 |  16442.000 |   591052.000 |  16418.111 |
|    40 |   0 |   40 |   0 |   0 |   0 | GET    | /api/player/competition/388d396e-b5b5-4ca5-9e8b-78ba3aaadee6/ranking    | 0.004 |  0.392 |   4.788 | 0.120 | 0.328 | 0.356 |  0.392 |  0.122 | 15621.000 |  16474.000 |   658059.000 |  16451.475 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/6633d8ca-1c2f-439b-86cf-fa8699969fbd/score   | 0.120 |  0.120 |   0.120 | 0.120 | 0.120 | 0.120 |  0.120 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/2f784558-88d4-4e59-8e9f-c6a3adf07092/score   | 0.120 |  0.120 |   0.120 | 0.120 | 0.120 | 0.120 |  0.120 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/cf6a71fd-18a1-4b0d-bd76-7fd9bfb01c39/score   | 0.124 |  0.124 |   0.124 | 0.124 | 0.124 | 0.124 |  0.124 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/5c11aae5-bb38-4360-b7a6-5031ae4cec6e/score   | 0.124 |  0.124 |   0.124 | 0.124 | 0.124 | 0.124 |  0.124 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/726bc037-edb3-41cd-aadd-d5c1548734ea/score   | 0.124 |  0.124 |   0.124 | 0.124 | 0.124 | 0.124 |  0.124 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|    26 |   0 |   26 |   0 |   0 |   0 | GET    | /api/player/competition/bb26b81f-6a8a-47bd-9d18-8da7f311a32c/ranking    | 0.004 |  0.324 |   3.428 | 0.132 | 0.284 | 0.324 |  0.324 |  0.098 | 16400.000 |  16432.000 |   427189.000 |  16430.346 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/3aa3365a-185d-4baf-90c4-6d3bcdbb67c4/score   | 0.132 |  0.132 |   0.132 | 0.132 | 0.132 | 0.132 |  0.132 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    35 |   0 |   35 |   0 |   0 |   0 | GET    | /api/player/competition/3aa3365a-185d-4baf-90c4-6d3bcdbb67c4/ranking    | 0.004 |  0.392 |   4.736 | 0.135 | 0.336 | 0.368 |  0.392 |  0.126 | 16322.000 |  16429.000 |   571410.000 |  16326.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/bb26b81f-6a8a-47bd-9d18-8da7f311a32c/score   | 0.136 |  0.136 |   0.136 | 0.136 | 0.136 | 0.136 |  0.136 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    26 |   0 |   26 |   0 |   0 |   0 | GET    | /api/player/competition/35bb9b6f-4e85-4865-9ca8-3ad75ec53b28/ranking    | 0.028 |  0.260 |   3.592 | 0.138 | 0.220 | 0.248 |  0.260 |  0.065 | 16402.000 |  16569.000 |   427022.000 |  16423.923 |
|    36 |   0 |   36 |   0 |   0 |   0 | GET    | /api/player/competition/557c947b-478e-4391-b92e-5af9e9285fea/ranking    | 0.040 |  0.512 |   5.028 | 0.140 | 0.392 | 0.496 |  0.512 |  0.153 | 16367.000 |  16467.000 |   589335.000 |  16370.417 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/4c698374-2323-4d17-b6bf-f20e6d43d159/score   | 0.140 |  0.140 |   0.140 | 0.140 | 0.140 | 0.140 |  0.140 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/4db260f7-2c07-406a-a332-0ea0043df4c2/score   | 0.144 |  0.144 |   0.144 | 0.144 | 0.144 | 0.144 |  0.144 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/550f198f-76d1-4114-9620-fc7c6489b139/score   | 0.144 |  0.144 |   0.144 | 0.144 | 0.144 | 0.144 |  0.144 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/388d396e-b5b5-4ca5-9e8b-78ba3aaadee6/score   | 0.144 |  0.144 |   0.144 | 0.144 | 0.144 | 0.144 |  0.144 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    21 |   0 |   21 |   0 |   0 |   0 | GET    | /api/player/competition/97d2023a-b149-44c2-999e-ad2e73c00c05/ranking    | 0.012 |  0.328 |   3.024 | 0.144 | 0.288 | 0.296 |  0.328 |  0.102 |   210.000 |  16418.000 |   310702.000 |  14795.333 |
|    46 |   0 |   46 |   0 |   0 |   0 | GET    | /api/player/competition/489ba244-0aaa-4959-b6df-04846c959af4/ranking    | 0.024 |  0.704 |   6.772 | 0.147 | 0.484 | 0.564 |  0.704 |  0.183 | 16474.000 |  16553.000 |   758030.000 |  16478.913 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/cb97d6cf-bcd7-4c0c-aabd-b5a5df4b6b33/score   | 0.152 |  0.152 |   0.152 | 0.152 | 0.152 | 0.152 |  0.152 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     3 |   0 |    3 |   0 |   0 |   0 | GET    | /api/player/competition/550f198f-76d1-4114-9620-fc7c6489b139/ranking    | 0.056 |  0.236 |   0.464 | 0.155 | 0.236 | 0.236 |  0.236 |  0.074 | 13913.000 |  13913.000 |    41739.000 |  13913.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/95c65a2f-4406-4800-9a4a-db5f80c870de/score   | 0.156 |  0.156 |   0.156 | 0.156 | 0.156 | 0.156 |  0.156 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/32b6dd02-9fab-4184-9a8f-b196c912eb0c/score   | 0.156 |  0.156 |   0.156 | 0.156 | 0.156 | 0.156 |  0.156 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    24 |   0 |   24 |   0 |   0 |   0 | GET    | /api/player/competition/82a2e43f-d118-40fa-b82c-bd4b9e1d0153/ranking    | 0.012 |  0.328 |   3.744 | 0.156 | 0.268 | 0.280 |  0.328 |  0.078 | 14395.000 |  14404.000 |   345685.000 |  14403.542 |
|    23 |   0 |   23 |   0 |   0 |   0 | GET    | /api/player/competition/4a1740f6-be75-47df-9b98-ca4ad34b68ce/ranking    | 0.012 |  0.484 |   3.604 | 0.157 | 0.304 | 0.324 |  0.484 |  0.121 | 16486.000 |  16487.000 |   379193.000 |  16486.652 |
|    30 |   0 |   30 |   0 |   0 |   0 | GET    | /api/player/competition/06266724-def0-4721-9e98-6b8c4c34a8b2/ranking    | 0.004 |  0.592 |   4.736 | 0.158 | 0.396 | 0.536 |  0.592 |  0.172 | 16519.000 |  16520.000 |   495584.000 |  16519.467 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/ba4bd2e0-65df-498f-a5c3-78289ef2092c/score   | 0.160 |  0.160 |   0.160 | 0.160 | 0.160 | 0.160 |  0.160 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/06266724-def0-4721-9e98-6b8c4c34a8b2/score   | 0.164 |  0.164 |   0.164 | 0.164 | 0.164 | 0.164 |  0.164 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    42 |   0 |   42 |   0 |   0 |   0 | GET    | /api/player/competition/7bc2ad88-aefa-4700-9159-7e75a027a205/ranking    | 0.004 |  1.036 |   6.972 | 0.166 | 0.592 | 0.776 |  1.036 |  0.272 |   194.000 |  16422.000 |   657243.000 |  15648.643 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/91cafe0d-459f-442d-8faa-264d51bbf17b/score   | 0.168 |  0.168 |   0.168 | 0.168 | 0.168 | 0.168 |  0.168 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/49d9300e-04bc-40b9-b34b-522904a4aea6/score   | 0.168 |  0.168 |   0.168 | 0.168 | 0.168 | 0.168 |  0.168 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    26 |   0 |   25 |   0 |   1 |   0 | GET    | /api/player/competition/ad2881e4-1467-4e4b-ad46-cde35c984fb3/ranking    | 0.004 |  0.540 |   4.472 | 0.172 | 0.452 | 0.504 |  0.540 |  0.161 |     0.000 |  16433.000 |   410815.000 |  15800.577 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/d4fda555-d99c-4e09-a7fa-3f6cbdc53c42/score   | 0.172 |  0.172 |   0.172 | 0.172 | 0.172 | 0.172 |  0.172 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/ad2881e4-1467-4e4b-ad46-cde35c984fb3/score   | 0.176 |  0.176 |   0.176 | 0.176 | 0.176 | 0.176 |  0.176 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/fd4db654-1a12-48f8-bd12-77fffce369ba/score   | 0.176 |  0.176 |   0.176 | 0.176 | 0.176 | 0.176 |  0.176 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/59fdd674-291c-4200-84d8-f04e494edd6d/score   | 0.180 |  0.180 |   0.180 | 0.180 | 0.180 | 0.180 |  0.180 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/63c4150a-c31e-4f0a-91c2-6d9547a623cb/score   | 0.184 |  0.184 |   0.184 | 0.184 | 0.184 | 0.184 |  0.184 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/d82536e4-9149-46b9-b8af-b6405772fa61/score   | 0.184 |  0.184 |   0.184 | 0.184 | 0.184 | 0.184 |  0.184 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    28 |   0 |   28 |   0 |   0 |   0 | GET    | /api/player/competition/4db260f7-2c07-406a-a332-0ea0043df4c2/ranking    | 0.032 |  0.608 |   5.184 | 0.185 | 0.604 | 0.608 |  0.608 |  0.192 | 16373.000 |  16500.000 |   458587.000 |  16378.107 |
|    17 |   0 |   17 |   0 |   0 |   0 | GET    | /api/player/competition/5897354c-844c-4fd2-9970-195aa421cf5d/ranking    | 0.084 |  0.316 |   3.172 | 0.187 | 0.304 | 0.316 |  0.316 |  0.082 | 16340.000 |  16409.000 |   277849.000 |  16344.059 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/489ba244-0aaa-4959-b6df-04846c959af4/score   | 0.188 |  0.188 |   0.188 | 0.188 | 0.188 | 0.188 |  0.188 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|    30 |   0 |   30 |   0 |   0 |   0 | GET    | /api/player/competition/7da02b9c-7b1c-4ea6-b9c2-4d3acf81e60c/ranking    | 0.008 |  0.528 |   5.656 | 0.189 | 0.416 | 0.468 |  0.528 |  0.151 | 16444.000 |  16486.000 |   493378.000 |  16445.933 |
|    12 |   0 |   12 |   0 |   0 |   0 | GET    | /api/player/competition/8a6f79ee-7f69-4d73-8416-f4db634ec928/ranking    | 0.060 |  0.660 |   2.272 | 0.189 | 0.256 | 0.660 |  0.660 |  0.152 |  8835.000 |   8835.000 |   106020.000 |   8835.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/97d2023a-b149-44c2-999e-ad2e73c00c05/score   | 0.192 |  0.192 |   0.192 | 0.192 | 0.192 | 0.192 |  0.192 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/93f08eed-0961-4b9b-8829-ab730a0288cf/score   | 0.196 |  0.196 |   0.196 | 0.196 | 0.196 | 0.196 |  0.196 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    23 |   0 |   22 |   0 |   1 |   0 | GET    | /api/player/competition/4c891521-f39a-4518-8560-a2d505450bd5/ranking    | 0.004 |  0.464 |   4.596 | 0.200 | 0.424 | 0.428 |  0.464 |  0.154 |     0.000 |  16442.000 |   361697.000 |  15725.957 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/7bc2ad88-aefa-4700-9159-7e75a027a205/score   | 0.200 |  0.200 |   0.200 | 0.200 | 0.200 | 0.200 |  0.200 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|    26 |   0 |   26 |   0 |   0 |   0 | GET    | /api/player/competition/fd4db654-1a12-48f8-bd12-77fffce369ba/ranking    | 0.004 |  0.636 |   5.392 | 0.207 | 0.548 | 0.608 |  0.636 |  0.199 | 16399.000 |  16400.000 |   426390.000 |  16399.615 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/997a56dc-2b9d-41cf-baaa-77b9f75fc797/score   | 0.208 |  0.208 |   0.208 | 0.208 | 0.208 | 0.208 |  0.208 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    56 |   0 |   56 |   0 |   0 |   0 | GET    | /api/player/competition/c9a3dd89-57c9-4183-91dd-0353baaf4d09/ranking    | 0.004 |  1.304 |  11.916 | 0.213 | 0.872 | 1.108 |  1.304 |  0.358 | 16459.000 |  16464.000 |   921728.000 |  16459.429 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/4c891521-f39a-4518-8560-a2d505450bd5/score   | 0.220 |  0.220 |   0.220 | 0.220 | 0.220 | 0.220 |  0.220 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    21 |   0 |   21 |   0 |   0 |   0 | GET    | /api/player/competition/dc667137-625f-4354-9f90-194057e15a03/ranking    | 0.056 |  0.480 |   4.696 | 0.224 | 0.440 | 0.448 |  0.480 |  0.130 | 10912.000 |  10912.000 |   229152.000 |  10912.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/259854f2-5546-42d0-8118-55af0fed0ce8/score   | 0.224 |  0.224 |   0.224 | 0.224 | 0.224 | 0.224 |  0.224 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|    21 |   0 |   21 |   0 |   0 |   0 | GET    | /api/player/competition/49d9300e-04bc-40b9-b34b-522904a4aea6/ranking    | 0.004 |  0.476 |   4.840 | 0.230 | 0.396 | 0.416 |  0.476 |  0.139 | 16414.000 |  16415.000 |   344710.000 |  16414.762 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/7da02b9c-7b1c-4ea6-b9c2-4d3acf81e60c/score   | 0.232 |  0.232 |   0.232 | 0.232 | 0.232 | 0.232 |  0.232 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    33 |   0 |   33 |   0 |   0 |   0 | GET    | /api/player/competition/259854f2-5546-42d0-8118-55af0fed0ce8/ranking    | 0.004 |  0.836 |   7.852 | 0.238 | 0.624 | 0.700 |  0.836 |  0.244 | 16424.000 |  16565.000 |   542230.000 |  16431.212 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/d7fcf3d0-b4a0-46d6-8980-9878c30485fa/score   | 0.244 |  0.244 |   0.244 | 0.244 | 0.244 | 0.244 |  0.244 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    16 |   0 |   16 |   0 |   0 |   0 | GET    | /api/player/competition/32b6dd02-9fab-4184-9a8f-b196c912eb0c/ranking    | 0.064 |  0.408 |   3.920 | 0.245 | 0.404 | 0.408 |  0.408 |  0.089 | 16479.000 |  16499.000 |   263684.000 |  16480.250 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/f6e7db48-51e7-4f38-9ba5-eb2b66d32db1/score   | 0.264 |  0.264 |   0.264 | 0.264 | 0.264 | 0.264 |  0.264 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|    49 |   0 |   49 |   0 |   0 |   0 | GET    | /api/player/competition/93f08eed-0961-4b9b-8829-ab730a0288cf/ranking    | 0.016 |  1.488 |  13.088 | 0.267 | 1.332 | 1.384 |  1.488 |  0.483 | 14438.000 |  14520.000 |   707563.000 |  14440.061 |
|    12 |   0 |   12 |   0 |   0 |   0 | GET    | /api/player/competition/888f7ba1-5b1c-4b5a-9a9d-4b540e077442/ranking    | 0.056 |  0.552 |   3.252 | 0.271 | 0.500 | 0.552 |  0.552 |  0.183 |   213.000 |  16537.000 |   116824.000 |   9735.333 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/888f7ba1-5b1c-4b5a-9a9d-4b540e077442/score   | 0.284 |  0.284 |   0.284 | 0.284 | 0.284 | 0.284 |  0.284 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/d99045b5-58a7-4da3-adf6-b81104b0a680/score   | 0.288 |  0.288 |   0.288 | 0.288 | 0.288 | 0.288 |  0.288 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/c9a3dd89-57c9-4183-91dd-0353baaf4d09/score   | 0.304 |  0.304 |   0.304 | 0.304 | 0.304 | 0.304 |  0.304 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|    93 |   0 |   93 |   0 |   0 |   0 | GET    | /api/organizer/billing                                                  | 0.004 | 10.004 |  28.876 | 0.310 | 0.088 | 0.144 | 10.004 |  1.541 |   351.000 |   8334.000 |   345637.000 |   3716.527 |
|    39 |   0 |   39 |   0 |   0 |   0 | GET    | /api/player/competition/bef74bf2-f82d-47d3-8457-f2bf608a4045/ranking    | 0.004 |  1.180 |  12.268 | 0.315 | 0.920 | 1.164 |  1.180 |  0.364 |   210.000 |  16483.000 |   623145.000 |  15978.077 |
|    65 |   0 |   63 |   0 |   2 |   0 | GET    | /api/player/competition/[0-9a-f]+/ranking                               | 0.004 |  2.964 |  21.224 | 0.327 | 1.164 | 1.520 |  2.964 |  0.624 |     0.000 |  14792.000 |   847974.000 |  13045.754 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/35bb9b6f-4e85-4865-9ca8-3ad75ec53b28/finish  | 0.336 |  0.336 |   0.336 | 0.336 | 0.336 | 0.336 |  0.336 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/356548cb-b397-44da-8ae6-160efdb427a9/score   | 0.348 |  0.348 |   0.348 | 0.348 | 0.348 | 0.348 |  0.348 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/4a0b4167-8165-4911-8f15-0a1bc5f128c4/score   | 0.364 |  0.364 |   0.364 | 0.364 | 0.364 | 0.364 |  0.364 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    13 |   0 |   13 |   0 |   0 |   0 | GET    | /api/player/competition/d82536e4-9149-46b9-b8af-b6405772fa61/ranking    | 0.172 |  0.836 |   4.856 | 0.374 | 0.576 | 0.836 |  0.836 |  0.191 | 16442.000 |  16507.000 |   214468.000 |  16497.538 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/bef74bf2-f82d-47d3-8457-f2bf608a4045/score   | 0.388 |  0.388 |   0.388 | 0.388 | 0.388 | 0.388 |  0.388 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|    31 |   0 |   31 |   0 |   0 |   0 | GET    | /api/player/competition/356548cb-b397-44da-8ae6-160efdb427a9/ranking    | 0.008 |  1.372 |  12.144 | 0.392 | 1.180 | 1.332 |  1.372 |  0.460 | 16303.000 |  16304.000 |   505409.000 |  16303.516 |
|    36 |   0 |   36 |   0 |   0 |   0 | GET    | /api/player/competition/4765b735-9d6e-48ce-9b64-e7dcfd23f2b2/ranking    | 0.004 |  1.648 |  14.272 | 0.396 | 1.148 | 1.464 |  1.648 |  0.468 | 16377.000 |  16396.000 |   589607.000 |  16377.972 |
|    19 |   0 |   19 |   0 |   0 |   0 | GET    | /api/player/competition/997a56dc-2b9d-41cf-baaa-77b9f75fc797/ranking    | 0.016 |  0.800 |   7.632 | 0.402 | 0.760 | 0.800 |  0.800 |  0.240 | 16387.000 |  16506.000 |   311472.000 |  16393.263 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/4765b735-9d6e-48ce-9b64-e7dcfd23f2b2/score   | 0.416 |  0.416 |   0.416 | 0.416 | 0.416 | 0.416 |  0.416 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/cfd17b14-bf97-415f-958e-aa48048f403d/score   | 0.448 |  0.448 |   0.448 | 0.448 | 0.448 | 0.448 |  0.448 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/df5e5bbd-0088-4ba9-b017-8e8a96f71c37/score   | 0.456 |  0.456 |   0.456 | 0.456 | 0.456 | 0.456 |  0.456 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/ae14001f-5101-4f0b-a76d-222210b6b037/score   | 0.484 |  0.484 |   0.484 | 0.484 | 0.484 | 0.484 |  0.484 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|    38 |   0 |   38 |   0 |   0 |   0 | GET    | /api/player/competition/cb2641af-7954-4f0a-adb5-f78cbe5e539a/ranking    | 0.004 |  2.920 |  18.512 | 0.487 | 1.192 | 2.772 |  2.920 |  0.689 | 15185.000 |  15186.000 |   577045.000 |  15185.395 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/c9feacfa-9ea5-4421-9815-e7c148d6e6b5/score   | 0.500 |  0.500 |   0.500 | 0.500 | 0.500 | 0.500 |  0.500 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|    21 |   0 |   21 |   0 |   0 |   0 | GET    | /api/player/competition/c68ef3e8-0963-4a33-8dbd-1d038a20a773/ranking    | 0.004 |  1.136 |  10.956 | 0.522 | 1.080 | 1.092 |  1.136 |  0.429 | 16418.000 |  16468.000 |   344843.000 |  16421.095 |
|    12 |   0 |   12 |   0 |   0 |   0 | GET    | /api/player/competition/d99045b5-58a7-4da3-adf6-b81104b0a680/ranking    | 0.368 |  0.848 |   6.692 | 0.558 | 0.764 | 0.848 |  0.848 |  0.143 | 16354.000 |  16396.000 |   196303.000 |  16358.583 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/c68ef3e8-0963-4a33-8dbd-1d038a20a773/score   | 0.568 |  0.568 |   0.568 | 0.568 | 0.568 | 0.568 |  0.568 |  0.000 |    55.000 |     55.000 |       55.000 |     55.000 |
|    22 |   0 |   22 |   0 |   0 |   0 | GET    | /api/player/competition/f6e7db48-51e7-4f38-9ba5-eb2b66d32db1/ranking    | 0.000 |  1.392 |  12.596 | 0.573 | 1.208 | 1.280 |  1.392 |  0.426 | 16383.000 |  16549.000 |   360674.000 |  16394.273 |
|    16 |   0 |   16 |   0 |   0 |   0 | GET    | /api/player/competition/d7fcf3d0-b4a0-46d6-8980-9878c30485fa/ranking    | 0.016 |  1.484 |   9.664 | 0.604 | 1.340 | 1.484 |  1.484 |  0.501 | 16500.000 |  16500.000 |   264000.000 |  16500.000 |
|    23 |   0 |   23 |   0 |   0 |   0 | GET    | /api/player/competition/c9feacfa-9ea5-4421-9815-e7c148d6e6b5/ranking    | 0.012 |  1.848 |  15.448 | 0.672 | 1.572 | 1.684 |  1.848 |  0.585 | 16386.000 |  16387.000 |   376894.000 |  16386.696 |
